wind_speed,swr,turb_param.k_min,qual
1,1,1e-05,93205.8098321105
1.06184282318107,0.843624236816407,9.0621984983858e-06,103646.798249553
1.09055163527401,1.10396707120286,1.20486624753307e-05,95371.7181818631
1.04118027418116,1.13598499100403,1.1215841723752e-05,92853.6728798895
1.10157915704267,1.11170653902399,1.16975916079553e-05,94151.3016634949
0.840907730971822,1.23662967492037,1.18881564811904e-05,100314.897984373
1.13136713660518,1.15923843319259,9.35346395277419e-06,85137.4151426547
1.23541911790269,1.09697279465305,1.03961413664679e-05,88986.4990672246
0.972517358140847,1.32710620761069,1.10230480575107e-05,96664.3225159478
1.26097202047857,1.36424125922121,1.02235602539517e-05,90609.8985473856
1.0002641156722,1.26816546757346,1.27402797569094e-05,101564.655717224
